text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
eating my roommate`s cereal. sorry bro,negative,morning,0-20,Mali,20250833,1220190,17
 Good news about the tooth!,positive,noon,21-30,Malta,441543,320,1380
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",negative,night,31-45,Marshall Islands,59190,180,329
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),positive,morning,46-60,Mauritania,4649658,1030700,5
is done with classes for her freshman year.,neutral,noon,60-70,Mauritius,1271768,2.03E+03,626
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,positive,night,70-100,Mexico,128932753,1943950,66
  http://twitter.com/friends?page=20 press previous on that page.,neutral,morning,0-20,Micronesia,115023,700,164
 What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,neutral,noon,21-30,Moldova,4033963,32850,123
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,positive,night,31-45,Monaco,39242,1,26337
Why didn`t my favorite spotters last tweet go to my phone,neutral,morning,46-60,Mongolia,3278290,1553560,2
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,positive,noon,60-70,Montenegro,628066,13450,47
__ Thanks. It`s SO annoying!,neutral,night,70-100,Morocco,36910560,446300,83
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",neutral,morning,0-20,Mozambique,31255435,786380,40
I have the biggest crush on Pink but she doesn`t know I`m alive,neutral,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
Happy Mother`s Day everyone,positive,night,31-45,Namibia,2540905,8.23E+05,3
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",positive,morning,46-60,Nauru,10824,20,541
 thanks so much for the belated #followfriday shout out #payingitforward,positive,noon,60-70,Nepal,29136808,143350,203
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,night,70-100,Netherlands,17134872,33720,508
" **** brah, u not happy?",negative,morning,0-20,New Zealand,4822233,263310,18
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive,noon,21-30,Nicaragua,6624554,120340,55
is in history,neutral,night,31-45,Niger,24206644,1266700,19
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,morning,46-60,Nigeria,206139589,910770,226
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,neutral,noon,60-70,North Korea,25778816,120410,214
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral,night,70-100,North Macedonia,2083374,25220,83
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,neutral,morning,0-20,Norway,5421241,3.65E+05,15
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,noon,21-30,Oman,5106626,309500,16
Nice days like this make me miss Alki,neutral,night,31-45,Pakistan,220892340,770880,287
_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral,morning,46-60,Palau,18094,460,39
At the  concert! I hope  makes a guest appearance,neutral,noon,60-70,Palestine State,5101414,6020,847
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative,night,70-100,Panama,4314767,74340,58
" I keep trying to invite  out, but I think she`s afraid of me.",negative,morning,0-20,Papua New Guinea,8947024,452860,20
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,noon,21-30,Paraguay,7132538,397300,18
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,night,31-45,Peru,32971854,1280000,26
july!!!!,neutral,morning,46-60,Philippines,109581078,298170,368
 Which denomination? I`m at the library and everything`s blocked.,negative,noon,60-70,Poland,37846611,3.06E+05,124
Emoticons by Christian. '  ' http://twitpic.com/66riq,neutral,night,70-100,Portugal,10196709,91590,111
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,morning,0-20,Qatar,2881053,11610,248
" Hey, sorry I got off last night!",negative,noon,21-30,Romania,19237691,230170,84
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,night,31-45,Russia,145934462,16376870,9
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,morning,46-60,Rwanda,12952218,24670,525
Good episode of Top Gear tonight.,positive,noon,60-70,Saint Kitts and Nevis,53199,260,205
awhile ago it freaking hot! now it`s wet  turn off!,negative,night,70-100,Saint Lucia,183627,610,301
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
" ta babe, you know me i do love your curried",positive,noon,21-30,Samoa,198414,2830,70
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,neutral,night,31-45,San Marino,33931,6.00E+01,566
Not found: the thing I was looking for,neutral,morning,46-60,Sao Tome and Principe,219159,960,228
 so sad i have to pay $60,negative,noon,60-70,Saudi Arabia,34813871,2149690,16
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,night,70-100,Senegal,16743927,192530,87
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,morning,0-20,Serbia,8737371,87460,100
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",neutral,noon,21-30,Seychelles,98347,460,214
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,negative,night,31-45,Sierra Leone,7976983,72180,111
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,positive,morning,46-60,Singapore,5850342,700,8358
my msn crashes way too much  hmph,negative,noon,60-70,Slovakia,5459642,48088,114
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",negative,night,70-100,Slovenia,2078938,20140,103
At social.  just saw G-1.. Awwww,positive,morning,0-20,Solomon Islands,686884,2.80E+04,25
hey thanks for the follow  ..,positive,noon,21-30,Somalia,15893222,627340,25
Enjoyed Star Trek... More please,positive,night,31-45,South Africa,59308690,1213090,49
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,neutral,morning,46-60,South Korea,51269185,97230,527
"I can`t sleep, this is so darn frustrating.",negative,noon,60-70,South Sudan,11193725,610952,18
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,negative,night,70-100,Spain,46754778,498800,94
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,neutral,morning,0-20,Sri Lanka,21413249,62710,341
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,neutral,noon,21-30,Sudan,43849260,1765048,25
I have been awarded my first ever credit card,positive,night,31-45,Suriname,586632,156000,4
 tts ridiculously sweet of you,positive,morning,46-60,Sweden,10099265,410340,25
 so sorry to hear that,negative,noon,60-70,Switzerland,8654622,3.95E+04,219
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,night,70-100,Syria,17500658,183630,95
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,neutral,morning,0-20,Tajikistan,9537645,139960,68
Starting the accounts for this year.,neutral,noon,21-30,Tanzania,59734218,885800,67
says Happy Mother`s Day to all the Moms out there.,positive,night,31-45,Thailand,69799978,510890,137
" Yay me!  But, what in particular?",neutral,morning,46-60,Timor-Leste,1318445,14870,89
 I have to work  but I`ll just watch it later.. even though it`s not the same.,neutral,noon,60-70,Togo,8278724,54390,152
" Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..",negative,night,70-100,Tonga,105695,720,147
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive,morning,0-20,Trinidad and Tobago,1399488,5130,273
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",neutral,noon,21-30,Tunisia,11818619,155360,76
 then ill post it,neutral,night,31-45,Turkey,84339067,7.70E+05,110
 it is my honor,positive,morning,46-60,Turkmenistan,6031200,469930,13
Man i am being boring today not tweeting  How are you guys?,negative,noon,60-70,Tuvalu,11792,30,393
 yes its the twins  so i wontt be watching,neutral,night,70-100,Uganda,45741007,199810,229
Cut my thumb with the saw in small metals   again...,negative,morning,0-20,Ukraine,43733762,579320,75
is loving Mortal Combat right now!,positive,noon,21-30,United Arab Emirates,9890402,83600,118
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,negative,night,31-45,United Kingdom,67886011,241930,281
Now I`m depressed again..ugh!!! HELP!!!,negative,morning,46-60,United States of America,331002651,9147420,36
My spellingis awful on twiiter,negative,noon,60-70,Uruguay,3473730,175020,20
snowbear has finally come out...congrats che and warren,positive,night,70-100,Uzbekistan,33469203,425400,79
Oh no she stopped!,neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½,negative,noon,21-30,Venezuela,28435940,882050,32
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",positive,night,31-45,Vietnam,97338579,310070,314
screw the fact you can`t post LONG updates on twitter,negative,morning,46-60,Yemen,29825964,527970,56
**** awake at 2 am !  i hate sickness,negative,noon,60-70,Zambia,18383955,743390,25
 beat? don`t understand,neutral,night,70-100,Zimbabwe,14862924,386850,38
Inspired to blog about something inspirational. Haha.,positive,morning,0-20,Afghanistan,38928346,652860,60
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",positive,noon,21-30,Albania,2877797,27400,105
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,negative,night,31-45,Algeria,43851044,2381740,18
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",neutral,morning,46-60,Andorra,77265,470,164
 awwww yur a awesome mother keep up the good work,positive,noon,60-70,Angola,32866272,1246700,26
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,negative,night,70-100,Antigua and Barbuda,97929,440,223
  Please don`t get me watching BB too,neutral,morning,0-20,Argentina,45195774,2736690,17
ayy fml. nothing is perfect,negative,noon,21-30,Armenia,2963243,28470,104
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",neutral,night,31-45,Australia,25499884,7682300,3
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,neutral,morning,46-60,Austria,9006398,8.24E+04,109
not sure where the real state market is moving  confused either hold or go ahead with the plans?,neutral,noon,60-70,Azerbaijan,10139177,82658,123
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,night,70-100,Bahamas,393244,10010,39
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",negative,morning,0-20,Bahrain,1701575,760,2239
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",positive,noon,21-30,Bangladesh,164689383,130170,1265
Listening to Busted - 3AM. I miss them,negative,night,31-45,Barbados,287375,430,668
 Great idea,positive,morning,46-60,Belarus,9449323,202910,47
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive,noon,60-70,Belgium,11589623,30280,383
would some one plese suggest me a great thriller movie,positive,night,70-100,Belize,397628,22810,17
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,neutral,morning,0-20,Benin,12123200,112760,108
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,negative,noon,21-30,Bhutan,771608,3.81E+04,20
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,neutral,night,31-45,Bolivia,11673021,1083300,11
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
 I DIDDDD. I MET THEM AGAIN,neutral,noon,60-70,Botswana,2351627,566730,4
 it is so unfair that all the good rock shows happen only in B`lore and Pune,positive,night,70-100,Brazil,212559417,8358140,25
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,positive,morning,0-20,Brunei,437479,5270,83
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",positive,noon,21-30,Bulgaria,6948445,108560,64
